sheet_name,sheet_category,data_item,available
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Greater Capital City Statistical Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HARTP Whether has Arthritis,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HASTP Whether has Asthma,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HCANP Whether has Cancer (including remission),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HDEMP Whether has Dementia (including Alzheimer's),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HDIAP Whether has Diabetes (excluding Gestational Diabetes),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HEAP Level of Highest Educational Attainment,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HHEDP Whether has Heart Disease (including Heart Attack or Angina),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HKIDP Whether has Kidney Disease,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HLTHP Whether has One or more Long-term Health Condition(s),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HLUNP Whether has Lung Condition (including COPD and Emphysema),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HMHCP Whether has Mental Health Condition (including Depression or Anxiety),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HOLHP Whether has Other Long-term Health Condition(s),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HRSP Hours Worked,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HRWRP Hours Worked (ranges),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HSCP Highest Year of School Completed,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",HSTRP Whether has had a Stroke,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Health,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Health Comorbidities,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at LGA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at LGA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at POA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at POA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SA1 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SA1 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SA2 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SA2 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SAL Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IEO Deciles at SAL Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at LGA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at LGA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at POA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at POA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SA1 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SA1 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SA2 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SA2 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SAL Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IER Deciles at SAL Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IFAGEP Imputation Flag for Age,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IFMSTP Imputation Flag for Registered Marital Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IFPURP Imputation Flag for Place of Usual Residence,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IFSEXP Imputation Flag for Sex,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IGAP Main Type of Personal Government Benefit Payment (administrative data),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",INCAP Total Personal Income (administrative data) (weekly),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",INCP Total Personal Income (weekly),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",INDP Industry of Employment,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",INGP Indigenous Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at LGA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at LGA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at POA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at POA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SA1 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SA1 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SA2 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SA2 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SAL Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Deciles at SAL Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Quartiles at LGA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Quartiles at POA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Quartiles at SA1 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Quartiles at SA2 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSAD Quartiles at SAL Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at LGA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at LGA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at POA Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at POA Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SA1 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SA1 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SA2 Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SA2 Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SAL Level (Area),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",IRSD Deciles at SAL Level (Pop),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",ISAP Main Source of Personal Income (administrative data),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Indigenous Structure (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LANP Language Used at Home,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LFFP Labour Force Participation Flag,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LFHRP Labour Force Status and Hours Worked Not Stated,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LFSP Labour Force Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LNGP Whether Reported Using an Aboriginal and/or Torres Strait Islander Language at Home,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",LTHP Type of Long-term Health Condition,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Local Government Areas (2021 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Local Government Areas (2022 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Local Government Areas of Usual Residence Five Years Ago,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Local Government Areas of Usual Residence One Year Ago,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Long-term Health Conditions,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Commonwealth Electoral Divisions (2021 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Greater Capital City Statistical Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Indigenous Structure (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Local Government Areas (2021 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Local Government Areas (2022 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Main Statistical Area Structure (Main ASGS) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Postal Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Remoteness Areas (National) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Remoteness Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Section of State/UCLs (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Significant Urban Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by State Electoral Divisions (2021 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by State Electoral Divisions (2022 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by State Electoral Divisions (2024 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MB by Suburbs and Localities (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MDCP Social Marital Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MSTP Registered Marital Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",MTWP Method of Travel to Work,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Main Statistical Area Structure (Main ASGS) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",National Reporting Indicators,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Natural Resource Management Regions (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Need for Assistance,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",OCCEV1P Occupation Experimental Update Version 1,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",OCCP Occupation,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",OCSKEV1P Occupation Skill Level Experimental Update Version 1,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",OCSKP Occupation Skill Level,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",PUR1P Place of Usual Residence One Year Ago,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",PUR5P Place of Usual Residence Five Years Ago,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Postal Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Primary Health Networks (2017 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Primary Health Networks (2023 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",QALFP Non-School Qualification: Field of Study,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",QALLP Non-School Qualification: Level of Education,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at LGA Level (Area),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at LGA Level (Population),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at POA Level (Area),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at POA Level (Population),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SA1 Level (Area),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SA1 Level (Population),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SA2 Level (Area),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SA2 Level (Population),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SAL Level (Area),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Quantiles at SAL Level (Population),No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RELP Religious Affiliation,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RLCP Relationship as Reported for Couples,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RLGP Relationship in Household (including grandchildren),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RLHP Relationship in Household,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RLNP Residential Status in a Non-Private Dwelling,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",RPIP Family/Household Reference Person Indicator,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Relationships and Children,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Remoteness Areas (National) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Remoteness Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SEIFA Quantiles (Area-based) WARNING: Area quantiles must be used with same geography type,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SEIFA Quantiles (Population-based) WARNING: Population quantiles must be used with same geography type,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SEXP Sex,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SIEMP Status in Employment,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SLPP Sex of Lone Parent,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SPIP Spouse/Partner Indicator,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",STUP Full-Time/Part-Time Student Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",SVFP Level of Workforce Participation Survey Comparison Flag,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Section of State/Urban Centres and Localities (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Significant Urban Areas (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",State Electoral Divisions (2021 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",State Electoral Divisions (2022 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",State Electoral Divisions (2024 Boundaries) (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Suburbs and Localities (UR),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",TISP Number of Children Ever Born,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",TISRP Number of Children Ever Born (ranges),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",TYPP Type of Educational Institution Attending,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",TYSTAP Educational Institution: Attendee Status,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",UAI1P Usual Address One Year Ago Indicator,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",UAI5P Usual Address Five Years Ago Indicator,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",UAICP Usual Address Indicator Census Night,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",UEFP Unemployment Flag,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res","UNCAREP Unpaid Assistance to a Person with a Disability, Health Condition, or due to Old Age",Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Unpaid Work and Care,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",Usual Address and Internal Migration,No
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",VOLWP Voluntary Work for an Organisation or Group,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",WTNSQP People With or Working Towards a Non-school Qualification,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",YARP Year of Arrival in Australia,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",YARRP Year of Arrival in Australia (ranges),Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",YR12C2P Attainment of Year 12 or Certificate II or higher,Yes
"10 Persons, Place of Usual Res","Persons, Place of Usual Res",YR12C3P Attainment of Year 12 or Certificate III or higher,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness","ADCP Australian Defence Force Service, detailed",Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ADFP Australian Defence Force Service,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",AGE10P Age in Ten Year Groups,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",AGE5P Age in Five Year Groups,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",AGEP Age,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ANC1P Ancestry 1st Response,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ANC2P Ancestry 2nd Response,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ANCP Ancestry Multi Response,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ANCRP Ancestry One or Two Response Indicator,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ASSNP Core Activity Need for Assistance,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Aboriginal and Torres Strait Islander Peoples,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Age and Sex,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Australia (EN),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Australia (UR),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Australian Defence Force Service,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",BEDD Number of Bedrooms in Private Dwelling,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",BEDRD Number of Bedrooms in Private Dwelling (ranges),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",BPFP Country of Birth of Mother,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",BPLP Country of Birth of Person,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",BPMP Country of Birth of Father,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",BPPP Country of Birth of Parents,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CALTHD Count of Adults (15 years and over) with Selected Long-term Health Condition(s) in Household,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CCLTHD Count of Children with Selected Long-term Health Condition(s) in Household,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CHCAREP Unpaid Child Care,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CITP Australian Citizenship,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CLTHP Count of Selected Long-term Health Conditions,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COARASP Whether has Arthritis and Asthma,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COARDBP Whether has Arthritis and Diabetes,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COARHDP Whether has Arthritis and Heart Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COARMHP Whether has Arthritis and Mental Health Condition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COASHDP Whether has Asthma and Heart Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COASLCP Whether has Asthma and Lung Condition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COCNHDP Whether has Cancer and Heart Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CODBHDP Whether has Diabetes and Heart Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CODBKDP Whether has Diabetes and Kidney Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COHDKDP Whether has Heart Disease and Kidney Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COHDMHP Whether has Heart Disease and Mental Health Condition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",COLCMHP Whether has Lung Condition and Mental Health Condition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CPAD Count of Persons Temporarily Absent from Household,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CPLTHD Count of Persons with Selected Long-term Health Condition(s) in Household,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CPLTHRD Count of Persons with Selected Long-term Health Condition(s) in Household (ranges),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CTGP Child Type (including grandchildren),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",CTPP Child Type,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Commonwealth Electoral Divisions (2021 Boundaries) (EN),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Commonwealth Electoral Divisions (2024 Boundaries) (EN) - See note ->,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Cultural Diversity,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",DLOD Dwelling Location,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",DOMP Unpaid Domestic Work: Number of Hours,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",DWTD Dwelling Type,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Distance and Method of Travel to Work,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Dwelling and Household Characteristics,No
"11 Persons, Est Homelessness","Persons, Est Homelessness","EETP Engagement in Employment, Education and Training",Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ENGLP Proficiency in Spoken English,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Education and Qualifications,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Employment and Income,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",GNGP Public/Private Sector,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Geographical Areas (Usual Residence),No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Greater Capital City Statistical Areas (EN),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HARTP Whether has Arthritis,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HASTP Whether has Asthma,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HCANP Whether has Cancer (including remission),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HDEMP Whether has Dementia (including Alzheimer's),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HDIAP Whether has Diabetes (excluding Gestational Diabetes),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HEAP Level of Highest Educational Attainment,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HHCD Household Composition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HHEDP Whether has Heart Disease (including Heart Attack or Angina),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HIDD Household Income Derivation Indicator,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HIED Equivalised Total Household Income (weekly),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HINASD Total Household Income as Stated (weekly),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HIND Total Household Income (weekly),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HKIDP Whether has Kidney Disease,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HLTHP Whether has One or more Long-term Health Condition(s),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HLUNP Whether has Lung Condition (including COPD and Emphysema),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HMHCP Whether has Mental Health Condition (including Depression or Anxiety),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HOLHP Whether has Other Long-term Health Condition(s),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HOSD Housing Suitability,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HRSP Hours Worked,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HRWRP Hours Worked (ranges),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HSCP Highest Year of School Completed,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",HSTRP Whether has had a Stroke,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Health,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Health Comorbidities,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Homelessness Estimates,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",Household Income and Housing Costs,No
"11 Persons, Est Homelessness","Persons, Est Homelessness",IEO Deciles at SA1 Level (Area),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IER Deciles at SA1 Level (Area),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IFAGEP Imputation Flag for Age,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IFMSTP Imputation Flag for Registered Marital Status,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IFNMFD Imputation Flag for Number of Males and Females in Dwelling,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IFPURP Imputation Flag for Place of Usual Residence,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IFSEXP Imputation Flag for Sex,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IGAP Main Type of Personal Government Benefit Payment (administrative data),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",INCAP Total Personal Income (administrative data) (weekly),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",INCP Total Personal Income (weekly),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",INDP Industry of Employment,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",INGDWTD Indigenous Household Indicator,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",INGP Indigenous Status,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IRSAD Deciles at SA1 Level (Area),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",IRSD Deciles at SA1 Level (Area),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",ISAP Main Source of Personal Income (administrative data),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Indigenous Structure (EN),Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LANP Language Used at Home,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LFHRP Labour Force Status and Hours Worked Not Stated,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LFSP Labour Force Status,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LLDD Landlord Type,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LNGP Whether Reported Using an Aboriginal and/or Torres Strait Islander Language at Home,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",LTHP Type of Long-term Health Condition,Yes
"11 Persons, Est Homelessness","Persons, Est Homelessness",Local Government Areas (2021 Boundaries) (EN),Yes
